entity_id,company_name,country,wikidata_qid,wikidata_description,wikidata_country,wikidata_hq
http://www.wikidata.org/entity/Q117507,atomic skis,Austria,Q117507,Austrian company,Austria,Altenmarkt im Pongau
http://www.wikidata.org/entity/Q117673,namwater,Namibia,Q117673,Namibian state-owned enterprise,Namibia,Windhoek
http://www.wikidata.org/entity/Q118046,carphone warehouse,United Kingdom,Q118046,British mobile phone retailer,United Kingdom,London
http://www.wikidata.org/entity/Q118224,viverso,Germany,Q118224,producer of coatings raw material,Germany,Bitterfeld-Wolfen
http://www.wikidata.org/entity/Q118581,banco comercial português,Portugal,Q118581,Portuguese bank,Portugal,Porto
http://www.wikidata.org/entity/Q118663,baldwin piano company,United States,Q118663,American company,United States,Trumann
http://www.wikidata.org/entity/Q118911,konica minolta,Japan,Q118911,Japanese technology company,Japan,Chiyoda
http://www.wikidata.org/entity/Q119267,tiger electronics,United States,Q119267,American toy manufacturer,United States,Vernon Hills
http://www.wikidata.org/entity/Q119469,clénet coachworks,United States,Q119469,car model,United States,Santa Barbara
http://www.wikidata.org/entity/Q119810,tgw logistics group,Austria,Q119810,company,Austria,Wels
http://www.wikidata.org/entity/Q119991,apa corporation,United States,Q119991,"Holding company for Apache Corporation, an American company engaged in hydrocarbon exploration.",United States,Houston
http://www.wikidata.org/entity/Q120233,new york mercantile exchange,United States,Q120233,"commodity and futures exchange located in New York City, New York, United States",United States,New York City
http://www.wikidata.org/entity/Q120294,finix comics,Germany,Q120294,registered association dedicated to the cultural heritage of graphic literature (comics),Germany,Wiesbaden
http://www.wikidata.org/entity/Q120711,agrosuper,Chile,Q120711,Chilean food company,Chile,Rancagua
http://www.wikidata.org/entity/Q122141,vodafone,United Kingdom,Q122141,British multinational telecommunications company,United Kingdom,London
http://www.wikidata.org/entity/Q122549,shochiku,Japan,Q122549,Japanese movie studio and production company for kabuki,Japan,Tsukiji
http://www.wikidata.org/entity/Q122741,q122741,Japan,Q122741,Japanese video game developer and publisher and subsidiary of Sega Sammy Holdings,Japan,Shinagawa
http://www.wikidata.org/entity/Q123406,vínbúð,Iceland,Q123406,company,Iceland,Reykjavík
http://www.wikidata.org/entity/Q124976,coal india,India,Q124976,Indian state-owned company,India,Kolkata
http://www.wikidata.org/entity/Q125074,anheuser-busch,United States,Q128738,Belgian-Brazilian multinational beverage and brewing company,Belgium,Brussels
http://www.wikidata.org/entity/Q125943,long island rail road,United States,Q125943,"commuter rail service in Long Island, New York",United States,Jamaica
http://www.wikidata.org/entity/Q126559,credicorp,Peru,Q126559,company,Peru,Lima
http://www.wikidata.org/entity/Q126827,arsedition,Germany,Q126827,company,Germany,Munich
http://www.wikidata.org/entity/Q126848,körting hannover,Germany,Q126848,company,Germany,Hanover
http://www.wikidata.org/entity/Q126944,voith group,Germany,Q126944,company,Germany,Heidenheim an der Brenz
http://www.wikidata.org/entity/Q127074,albemarle corporation,United States,Q127074,American specialty chemicals manufacturing company,United States,Baton Rouge
http://www.wikidata.org/entity/Q127120,fitness first,United Kingdom,Q127120,British multinational fitness center chain,United Kingdom,Bournemouth
http://www.wikidata.org/entity/Q127193,mynewsdesk,Sweden,Q127193,company,Sweden,Stockholm
http://www.wikidata.org/entity/Q127305,paulaner brewery,Germany,Q127305,German Brewery,Germany,Au
http://www.wikidata.org/entity/Q127552,pixar,United States,Q127552,American computer animation studio,United States,Emeryville
http://www.wikidata.org/entity/Q127962,levi strauss & co.,United States,Q127962,privately held American clothing company,United States,San Francisco
http://www.wikidata.org/entity/Q128738,anheuser-busch inbev,Belgium,Q128738,Belgian-Brazilian multinational beverage and brewing company,Belgium,Brussels
http://www.wikidata.org/entity/Q128896,amd,United States,Q128896,American multinational semiconductor company,United States,Santa Clara
http://www.wikidata.org/entity/Q128929,mtu aero engines,Germany,Q128929,company,Germany,Munich
http://www.wikidata.org/entity/Q128943,bentse brug,Norway,Q128943,former industrial installation in Norway,Norway,Oslo Municipality
http://www.wikidata.org/entity/Q129391,scandic hotels group,Sweden,Q129391,Swedish hotel chain,Sweden,Stockholm
http://www.wikidata.org/entity/Q130171,world championship wrestling,United States,Q130171,American professional wrestling company,United States,Atlanta
http://www.wikidata.org/entity/Q130309,norwegian cruise line,United States,Q130309,American company operating cruise ships,United States,Miami-Dade County
http://www.wikidata.org/entity/Q130420,kuibyshevazot,Russia,Q130420,public company,Russia,Tolyatti
http://www.wikidata.org/entity/Q130879,reuters,United Kingdom,Q130879,international news agency,United Kingdom,London
http://www.wikidata.org/entity/Q130889,longyuan power,People's Republic of China,Q130889,company,People's Republic of China,Beijing
http://www.wikidata.org/entity/Q131728,total nonstop action wrestling,United States,Q131728,American professional wrestling promotion,United States,Nashville
http://www.wikidata.org/entity/Q131835,schecter guitar research,United States,Q131835,"US guitar, bass and amplifier manufacturer",United States,Los Angeles
http://www.wikidata.org/entity/Q131885,scripps-booth,United States,Q131885,American automobile company,United States,Detroit
http://www.wikidata.org/entity/Q132168,htm personenvervoer,Netherlands,Q132168,public transportation company in the Netherlands,Netherlands,The Hague
http://www.wikidata.org/entity/Q132358,epoch co.,Japan,Q132358,Japanese toy and computer games company founded in 1958,Japan,Taitō-ku
http://www.wikidata.org/entity/Q132383,cd-adapco,United States,Q132383,company,United States,United States
http://www.wikidata.org/entity/Q135325,alcoa,United States,Q135325,producer of aluminum,United States,New York City
http://www.wikidata.org/entity/Q157062,unilever,United Kingdom,Q157062,British multinational consumer goods company,United Kingdom,London
http://www.wikidata.org/entity/Q157062,unilever,Kingdom of the Netherlands,Q157062,British multinational consumer goods company,United Kingdom,London
http://www.wikidata.org/entity/Q157645,deutsche post ag,Germany,Q157645,German logistics company,Germany,Post Tower
http://www.wikidata.org/entity/Q157675,vattenfall,Sweden,Q157675,Swedish power company,Sweden,Stockholm
http://www.wikidata.org/entity/Q157852,deutsche börse,Germany,Q157852,financial services company of Germany,Germany,Frankfurt
http://www.wikidata.org/entity/Q158276,aeg,Germany,Q2832284,game publisher,United States,Ontario
http://www.wikidata.org/entity/Q159433,3m,United States,Q159433,American multinational corporation,United States,Maplewood
http://www.wikidata.org/entity/Q159614,seiko epson,Japan,Q159614,Japanese electronics company,Japan,Suwa
http://www.wikidata.org/entity/Q159766,dutch east india company,Dutch Republic,Q159766,1602–1799 Dutch trading company,Dutch Republic,Oost-Indisch Huis
http://www.wikidata.org/entity/Q160054,axa,France,Q160054,French multinational insurance firm,France,Paris
http://www.wikidata.org/entity/Q160120,huawei,People's Republic of China,Q160120,Chinese multinational technology company,People's Republic of China,Shenzhen
http://www.wikidata.org/entity/Q160126,the royal bank of scotland,United Kingdom,Q160126,Britain retail banking institution,United Kingdom,Edinburgh
http://www.wikidata.org/entity/Q160229,telefónica,Spain,Q160229,"telecommunications company based in Madrid, Spain",Spain,Telefónica Building
http://www.wikidata.org/entity/Q161140,diageo,United Kingdom,Q161140,multinational alcoholic beverages company,United Kingdom,London
http://www.wikidata.org/entity/Q161833,leica camera,Germany,Q161833,German optics company,Germany,Wetzlar
http://www.wikidata.org/entity/Q161906,"oakley, inc.",United States,Q161906,eyewear company owned by Luxottica,United States,Foothill Ranch
http://www.wikidata.org/entity/Q162189,lufthansa cityline,Germany,Q162189,German regional airline,Germany,Munich Airport
http://www.wikidata.org/entity/Q162257,komatsu limited,Japan,Q162257,Japanese industrial machinery company,Japan,Tokyo
http://www.wikidata.org/entity/Q162345,lg electronics,South Korea,Q162345,South Korean multinational electronics company,South Korea,Seoul
http://www.wikidata.org/entity/Q162472,fk příbram,Czech Republic,Q162472,Czech association football club from Příbram,Czech Republic,Příbram
http://www.wikidata.org/entity/Q162810,gerstlauer,Germany,Q162810,German manufacturer of amusement rides,Germany,Münsterhausen
http://www.wikidata.org/entity/Q162852,surveymonkey,Canada,Q162852,"Global online survey, forms and feedback SaaS platform used by businesses, researchers (and students) and individuals",Canada,San Mateo
http://www.wikidata.org/entity/Q162852,surveymonkey,Ireland,Q162852,"Global online survey, forms and feedback SaaS platform used by businesses, researchers (and students) and individuals",Canada,San Mateo
http://www.wikidata.org/entity/Q162852,surveymonkey,United States,Q162852,"Global online survey, forms and feedback SaaS platform used by businesses, researchers (and students) and individuals",Canada,San Mateo
http://www.wikidata.org/entity/Q162852,surveymonkey,Italy,Q162852,"Global online survey, forms and feedback SaaS platform used by businesses, researchers (and students) and individuals",Canada,San Mateo
http://www.wikidata.org/entity/Q162852,surveymonkey,Austria,Q162852,"Global online survey, forms and feedback SaaS platform used by businesses, researchers (and students) and individuals",Canada,San Mateo
http://www.wikidata.org/entity/Q162852,surveymonkey,Netherlands,Q162852,"Global online survey, forms and feedback SaaS platform used by businesses, researchers (and students) and individuals",Canada,San Mateo
http://www.wikidata.org/entity/Q162852,surveymonkey,United Kingdom,Q162852,"Global online survey, forms and feedback SaaS platform used by businesses, researchers (and students) and individuals",Canada,San Mateo
http://www.wikidata.org/entity/Q162852,surveymonkey,Germany,Q162852,"Global online survey, forms and feedback SaaS platform used by businesses, researchers (and students) and individuals",Canada,San Mateo
http://www.wikidata.org/entity/Q162852,surveymonkey,Australia,Q162852,"Global online survey, forms and feedback SaaS platform used by businesses, researchers (and students) and individuals",Canada,San Mateo
http://www.wikidata.org/entity/Q162852,surveymonkey,India,Q162852,"Global online survey, forms and feedback SaaS platform used by businesses, researchers (and students) and individuals",Canada,San Mateo
http://www.wikidata.org/entity/Q162852,surveymonkey,Costa Rica,Q162852,"Global online survey, forms and feedback SaaS platform used by businesses, researchers (and students) and individuals",Canada,San Mateo
http://www.wikidata.org/entity/Q163321,orascom construction limited,Egypt,Q163321,"construction company based in Cairo, Egypt",Egypt,Cairo
http://www.wikidata.org/entity/Q163327,mondragon corporation,Spain,Q163327,Spanish cooperative federation,Spain,Arrasate/Mondragón
http://www.wikidata.org/entity/Q163566,kuka,Germany,Q163566,German company,Germany,Augsburg
http://www.wikidata.org/entity/Q163810,ab volvo,Sweden,Q163810,Swedish manufacturing company,Sweden,Gothenburg
http://www.wikidata.org/entity/Q164152,fujitsu technology solutions,Germany,Q164152,Japanese company in German,Germany,Netherlands
http://www.wikidata.org/entity/Q164484,hornby hobbies limited,United Kingdom,Q164484,British model railway manufacturer,United Kingdom,Margate
http://www.wikidata.org/entity/Q164604,maxdata,Germany,Q164604,German information companies,Germany,Marl
http://www.wikidata.org/entity/Q164740,fujifilm holdings corporation,Japan,Q164740,Japanese conglomerate started as photographic film manufacturer,Japan,Tokyo
http://www.wikidata.org/entity/Q164914,"lietuvos geležinkeliai, ab",Lithuania,Q164914,public company based in Lithuania,Lithuania,Vilnius
http://www.wikidata.org/entity/Q165485,ibx group,Sweden,Q165485,company,Sweden,Stockholm
http://www.wikidata.org/entity/Q165684,rogers communications,Canada,Q165684,Canadian telecommunications company,Canada,Toronto
http://www.wikidata.org/entity/Q165690,jura elektroapparate,Switzerland,Q165690,Swiss company for development and distribution of household and electrical appliances,Switzerland,Niederbuchsiten
http://www.wikidata.org/entity/Q165858,telus communications,Canada,Q165858,Canadian telecommunications company,Canada,Vancouver
http://www.wikidata.org/entity/Q167221,sennheiser,Germany,Q167221,audio electronics manufacturer from Germany,Germany,Wedemark
http://www.wikidata.org/entity/Q167923,rowan software,United Kingdom,Q167923,British software company,United Kingdom,Runcorn
http://www.wikidata.org/entity/Q168115,toray industries,Japan,Q168115,company,Japan,Nihonbashi Mitsui Tower
http://www.wikidata.org/entity/Q168238,omv,Austria,Q168238,Austrian petrochemical company,Austria,Vienna
http://www.wikidata.org/entity/Q168311,gaz de france,France,Q168311,French enterprise,France,Paris
http://www.wikidata.org/entity/Q168467,yodobashi camera,Japan,Q168467,Japanese retail chain,Japan,Shinjuku
http://www.wikidata.org/entity/Q168833,poczta polska,Poland,Q168833,Polish state-owned courier and postal services company,Poland,Warsaw
http://www.wikidata.org/entity/Q168844,narodowy bank polski,Poland,Q168844,central bank of Poland,Poland,Warsaw
http://www.wikidata.org/entity/Q169167,metro group,Germany,Q169167,German wholesale company,Germany,Düsseldorf
http://www.wikidata.org/entity/Q169339,glencore,Switzerland,Q169339,"metals and minerals, and energy products company",Switzerland,Baar
http://www.wikidata.org/entity/Q169474,zebralution,Germany,Q169474,company,Germany,Duisburg
http://www.wikidata.org/entity/Q169552,haribo,Germany,Q169552,confectionery company,Germany,Grafschaft
http://www.wikidata.org/entity/Q169588,zech group,Germany,Q169588,Internationally operating group of companies with headquarters in Bremen,Germany,Bremen
http://www.wikidata.org/entity/Q169925,mozilla corporation,United States,Q169925,American software company,United States,San Francisco
http://www.wikidata.org/entity/Q170416,koninklijke philips nv,Netherlands,Q170416,Dutch multinational conglomerate corporation,Netherlands,Amsterdam
http://www.wikidata.org/entity/Q172108,oodji,Russia,Q172108,Russian textile company,Russia,Saint Petersburg
http://www.wikidata.org/entity/Q172207,ubisoft japan,Japan,Q172207,company,Japan,Tokyo
http://www.wikidata.org/entity/Q172227,playlife,Italy,Q172227,Italian sportswear brand,Italy,Treviso
http://www.wikidata.org/entity/Q172721,mercedes f1 team,United Kingdom,Q172721,auto racing team,United Kingdom,Brackley
http://www.wikidata.org/entity/Q287177,abc records,United States,Q287177,"US record label; imprint of ABC Records, Inc.",United States,New York City
http://www.wikidata.org/entity/Q287289,abg frankfurt holding,Germany,Q287289,business,Germany,Frankfurt
http://www.wikidata.org/entity/Q287289,abg frankfurt holding,German Reich,Q287289,business,Germany,Frankfurt
http://www.wikidata.org/entity/Q287496,abp induction systems,Germany,Q287496,company,Germany,Dortmund
http://www.wikidata.org/entity/Q287537,casavant frères,Canada,Q287537,Canadian company,Canada,Saint-Hyacinthe
http://www.wikidata.org/entity/Q287627,bauersche gießerei,Germany,Q287627,German type foundry,Germany,Frankfurt
http://www.wikidata.org/entity/Q287704,"achema, ab",Lithuania,Q287704,public company based in Lithuania,Lithuania,Jonava
http://www.wikidata.org/entity/Q287744,"datang international power generation co., ltd.",People's Republic of China,Q287744,company,People's Republic of China,Beijing
http://www.wikidata.org/entity/Q287757,ab flygindustri,Sweden,Q287757,"1925-1935 aircraft manufacturer in Limhamn, Sweden",Sweden,Malmö
http://www.wikidata.org/entity/Q287797,ab motorfabriken i göteborg,Sweden,Q287797,company,Sweden,Gothenburg
http://www.wikidata.org/entity/Q288129,acco brands,United States,Q288129,company,United States,Lake Zurich
http://www.wikidata.org/entity/Q288158,acd gruppe,Germany,Q288158,German company in the electronics industry,Germany,Achstetten
http://www.wikidata.org/entity/Q288185,acd systems,Canada,Q288185,company,Canada,Victoria
http://www.wikidata.org/entity/Q288253,ace aviation holdings,Canada,Q288253,Canadian holding company,Canada,Montreal
http://www.wikidata.org/entity/Q288285,ace limited,Switzerland,Q288285,provider of insurance products,Switzerland,Zurich
http://www.wikidata.org/entity/Q288505,q288505,Lithuania,Q288505,computer hardware company,Lithuania,Kaunas
http://www.wikidata.org/entity/Q288603,niq,United States,Q288603,marketing research firm,United States,Chicago
http://www.wikidata.org/entity/Q288636,aco group,Germany,Q288636,"company in Büdelsdorf, Germany",Germany,Büdelsdorf
http://www.wikidata.org/entity/Q288642,q288642,Austria,Q288642,business,Austria,Vienna
http://www.wikidata.org/entity/Q288727,sapporo breweries,Japan,Q288727,Japanese beer brewing company,Japan,Yebisu Garden Place
http://www.wikidata.org/entity/Q288837,orion electric,Japan,Q288837,Japanese consumer electronics company,Japan,Echizen
http://www.wikidata.org/entity/Q289120,gilbert rugby,United Kingdom,Q289120,Sports equipment company,United Kingdom,Rugby
http://www.wikidata.org/entity/Q289314,frog design,United States,Q289314,global creative consultancy,United States,San Francisco
http://www.wikidata.org/entity/Q289362,cerberus capital management,United States,Q289362,U.S. investment management company,United States,New York City
http://www.wikidata.org/entity/Q289410,eclipse aviation,United States,Q289410,1998-2009 aircraft manufacturer in the United States,United States,Albuquerque
http://www.wikidata.org/entity/Q289686,dujotekana,Lithuania,Q289686,company,Lithuania,Vilnius
http://www.wikidata.org/entity/Q289704,old mutual,South Africa,Q289704,"pan-African investment, savings, insurance, and banking group",South Africa,London
http://www.wikidata.org/entity/Q289728,luhanskteplovoz,Ukraine,Q289728,company,Ukraine,Luhansk
http://www.wikidata.org/entity/Q290159,adc telecommunications,United States,Q290159,defunct American communications company,United States,Eden Prairie
http://www.wikidata.org/entity/Q290211,adeg österreich,Austria,Q290211,Austrian trading company,Austria,Wiener Neudorf
http://www.wikidata.org/entity/Q290427,schokinag-schokolade-industrie,Germany,Q290427,German chocolate manufacturer,Germany,Mannheim
http://www.wikidata.org/entity/Q290661,royal boskalis,Netherlands,Q290661,Dutch dredging and heavylift company,Netherlands,Papendrecht
http://www.wikidata.org/entity/Q290680,adt inc.,United States,Q290680,American security systems firm,United States,Boca Raton
http://www.wikidata.org/entity/Q290718,adva optical networking se,Germany,Q290718,German telecommunications company,Germany,Martinsried
http://www.wikidata.org/entity/Q291090,china southern airlines,People's Republic of China,Q291090,"major airline in China, headquartered in Guangzhou, Guangdong",People's Republic of China,Guangzhou
http://www.wikidata.org/entity/Q291171,aegon,Netherlands,Q291171,"multinational life insurance, pensions and asset management company",Netherlands,The Hague
http://www.wikidata.org/entity/Q291312,ralink,Taiwan,Q291312,Taiwanese semiconductor company,Taiwan,Hsinchu City
http://www.wikidata.org/entity/Q291508,aes corporation,United States,Q291508,American utility and power company,United States,Arlington County
http://www.wikidata.org/entity/Q292292,agco,United States,Q292292,American agricultural machinery manufacturer,United States,Duluth
http://www.wikidata.org/entity/Q292374,agl energy,Australia,Q292374,Australian energy utilities company,Australia,Sydney
http://www.wikidata.org/entity/Q292622,ago flugzeugwerke,German Reich,Q292622,German aircraft manufacturer,German Reich,Munich
http://www.wikidata.org/entity/Q292636,agru kunststofftechnik,Austria,Q292636,Austrian company making products from plastics,Austria,Bad Hall
http://www.wikidata.org/entity/Q292722,ruhr-lippe-eisenbahnen,Germany,Q292722,transport company,Germany,Soest
http://www.wikidata.org/entity/Q292722,ruhr-lippe-eisenbahnen,German Reich,Q292722,transport company,Germany,Soest
http://www.wikidata.org/entity/Q292750,ag für verkehrswesen,German Reich,Q292750,transport company,German Reich,Berlin
http://www.wikidata.org/entity/Q292773,industria aeronautică română,Romania,Q292773,aircraft manufacturer in Romania,Romania,Ghimbav
http://www.wikidata.org/entity/Q292807,ahg allgemeine hospitalgesellschaft,Germany,Q292807,"former German health care provider, bought by Median Kliniken",Germany,Düsseldorf
http://www.wikidata.org/entity/Q293414,aht cooling systems,Austria,Q293414,company,Austria,Rottenmann
http://www.wikidata.org/entity/Q293416,ahwi maschinenbau,Germany,Q293416,Mechanical engineering company based in Herdwangen,Germany,Herdwangen
http://www.wikidata.org/entity/Q293469,aida cruises,Germany,Q293469,"German branch of Costa Cruises, in turn a part of Carnival Corporation & plc",Germany,Rostock
http://www.wikidata.org/entity/Q293615,öaf,Austria,Q293615,company,Austria,Vienna
http://www.wikidata.org/entity/Q293650,aikbank,Serbia,Q293650,Serbian banking and financial services company,Serbia,Belgrade
http://www.wikidata.org/entity/Q293796,aimco,United States,Q293796,company,United States,Denver
http://www.wikidata.org/entity/Q293856,östu-stettin,Austria,Q293856,Austrian construction company,Austria,Leoben
http://www.wikidata.org/entity/Q293862,aiptek inc.,Taiwan,Q293862,company,Taiwan,Hsinchu City
http://www.wikidata.org/entity/Q294110,aka ausfuhrkredit,Germany,Q294110,business,Germany,Frankfurt
http://www.wikidata.org/entity/Q294205,akg acoustics,Austria,Q294205,acoustics engineering and manufacturing company,Austria,Vienna
http://www.wikidata.org/entity/Q294335,al-ko,Germany,Q294335,German multinational holding company,Germany,Kötz
http://www.wikidata.org/entity/Q294355,albtelecom,Albania,Q294355,Albania's state telecom company,Albania,Tirana
http://www.wikidata.org/entity/Q294508,alrosa,Russia,Q294508,Russian group of diamond mining companies,Russia,Mirny
http://www.wikidata.org/entity/Q294721,amc theatres,United States,Q294721,US-based movie theater chain in the US and Europe,United States,Kansas City
http://www.wikidata.org/entity/Q295118,amec foster wheeler,United Kingdom,Q295118,British engineering company,United Kingdom,London
http://www.wikidata.org/entity/Q295135,amf-bruns,Germany,Q295135,company,Germany,Apen
http://www.wikidata.org/entity/Q295191,amk gmbh,Germany,Q295191,German company,Germany,Kirchheim unter Teck
http://www.wikidata.org/entity/Q295261,amp limited,Australia,Q295261,financial services company located in Australia and New Zealand,Australia,Sydney
http://www.wikidata.org/entity/Q295280,amr corporation,United States,Q32396,major airline of the United States,United States,Fort Worth
http://www.wikidata.org/entity/Q295671,anek lines,Greece,Q295671,Greek company,Greece,Chania
http://www.wikidata.org/entity/Q295774,q295774,United States,Q295774,American engineering simulation software developer,United States,Canonsburg
http://www.wikidata.org/entity/Q295862,anz bank new zealand,New Zealand,Q295862,New Zealand banking and financial services company,New Zealand,Wellington
http://www.wikidata.org/entity/Q295990,aol-verlag,Germany,Q295990,publisher / education,Germany,Hamburg
http://www.wikidata.org/entity/Q296053,aopen,Taiwan,Q296053,company,Taiwan,Taipei
http://www.wikidata.org/entity/Q296361,aqua-institut,Germany,Q296361,Institute for Applied Quality Improvement and Research in Health Care,Germany,Göttingen
http://www.wikidata.org/entity/Q296498,arc resources,Canada,Q296498,company,Canada,Calgary
http://www.wikidata.org/entity/Q296573,ardex,Germany,Q296573,German company,Germany,Witten
http://www.wikidata.org/entity/Q296625,argo spa,Italy,Q296625,Italian holding company,Italy,Fabbrico
http://www.wikidata.org/entity/Q296643,association of radio industries and businesses,Japan,Q296643,standards organization in Japan,Japan,Chiyoda
http://www.wikidata.org/entity/Q296782,arm holdings,United Kingdom,Q296782,British multinational semiconductor and software design company,United Kingdom,Cambridge
http://www.wikidata.org/entity/Q296878,"arp instruments, inc.",United States,Q296878,manufacturer of electronic musical instruments,United States,United States
http://www.wikidata.org/entity/Q296902,ars altmann,Germany,Q296902,trademark,Germany,Wolnzach
http://www.wikidata.org/entity/Q297214,asb bank,New Zealand,Q297214,bank operating in New Zealand,New Zealand,Auckland
http://www.wikidata.org/entity/Q297303,ascii corporation,Japan,Q297303,"publishing company based in Tokyo, Japan",Japan,Chiyoda
http://www.wikidata.org/entity/Q297315,ascii media works,Japan,Q297315,Japanese publishing company,Japan,Shinjuku
http://www.wikidata.org/entity/Q297600,aselsan,Turkey,Q297600,Turkish defense corporation,Turkey,Ankara
http://www.wikidata.org/entity/Q297650,asfinag,Austria,Q297650,public corporation responsible for constructing and managing motorways in Austria,Austria,Vienna
http://www.wikidata.org/entity/Q297879,asml holding,Netherlands,Q297879,Dutch company and supplier of photolithography systems,Netherlands,Veldhoven
http://www.wikidata.org/entity/Q298011,ass altenburger,Germany,Q298011,German gaming industry trademark,Germany,Altenburg
http://www.wikidata.org/entity/Q298400,privatbank,Latvia,Q1515015,the largest commercial bank in Ukraine,Ukraine,Dnipro
http://www.wikidata.org/entity/Q298762,atb financial,Canada,Q298762,Canadian financial institution,Canada,Edmonton
http://www.wikidata.org/entity/Q298821,österreichisch-alpine montangesellschaft,Austria,Q298821,Austrian steel factory,Austria,Donawitz
http://www.wikidata.org/entity/Q298824,österreichisch-bayerische kraftwerke,Austria,Q298824,business,Austria,Simbach am Inn
http://www.wikidata.org/entity/Q298848,atebank,Greece,Q298848,Greek bank,Greece,Athens
http://www.wikidata.org/entity/Q299106,atp esercizio,Italy,Q299106,company,Italy,Carasco
http://www.wikidata.org/entity/Q300120,auo corporation,Taiwan,Q300120,company,Taiwan,Hsinchu City
http://www.wikidata.org/entity/Q300137,avebe,Netherlands,Q300137,potato starch producer,Netherlands,Veendam
http://www.wikidata.org/entity/Q300147,avia international,Switzerland,Q300147,Swiss oil company,Switzerland,Zurich
http://www.wikidata.org/entity/Q300157,avl,Austria,Q300157,engineering company,Austria,Graz
http://www.wikidata.org/entity/Q300164,fritz!,Germany,Q300164,German consumer electronics company,Germany,Berlin
http://www.wikidata.org/entity/Q300171,avp automobilgruppe,Germany,Q300171,car trading company in Germany,Germany,Deggendorf
http://www.wikidata.org/entity/Q300213,swiss life select deutschland,Germany,Q300213,German financial advisory company,Germany,Hanover
http://www.wikidata.org/entity/Q300220,awg-modecenter,Germany,Q300220,German clothing retail chain,Germany,Köngen
http://www.wikidata.org/entity/Q300222,awg (fittings),Germany,Q300222,manufacturer of fire fighting equipment,Germany,Ballendorf
http://www.wikidata.org/entity/Q300324,a bathing ape,Japan,Q300324,Japanese fashion brand,Japan,Tokyo
http://www.wikidata.org/entity/Q300444,"a k peters, ltd.",United States,Q300444,publisher of scientific and technical books,United States,Natick
http://www.wikidata.org/entity/Q300516,tente international,Germany,Q300516,company,Germany,Cologne
http://www.wikidata.org/entity/Q300755,aachener strassenbahn- und energieversorgungs,Germany,Q300755,transport company,Germany,Aachen
http://www.wikidata.org/entity/Q300784,aaeon,Taiwan,Q300784,company,Taiwan,Taipei
http://www.wikidata.org/entity/Q301141,aareal bank,Germany,Q301141,company,Germany,Wiesbaden
http://www.wikidata.org/entity/Q301301,nespresso,Switzerland,Q301301,coffee brand owned by Nestlé S.A.,Switzerland,Lausanne
http://www.wikidata.org/entity/Q301408,"österreichische brown, boveri werke",Austria,Q301408,company,Austria,Vienna
http://www.wikidata.org/entity/Q301543,österreichische donaukraftwerke,Austria,Q301543,business,Austria,Vienna
http://www.wikidata.org/entity/Q301551,österreichische draukraftwerke,Austria,Q301551,business,Austria,Klagenfurt am Wörthersee
http://www.wikidata.org/entity/Q301965,sprint corporation,United States,Q301965,former US American telecommunication company,United States,Overland Park
http://www.wikidata.org/entity/Q302226,sentinel waggon works,United Kingdom,Q302226,defunct British manufacturing company,United Kingdom,Shrewsbury
http://www.wikidata.org/entity/Q302850,steyr motors,Austria,Q302850,Diesel-engine manufacturer,Austria,Steyr
http://www.wikidata.org/entity/Q302924,bellevue investments,Germany,Q302924,company,Germany,Berlin
http://www.wikidata.org/entity/Q303135,fortune ferry,People's Republic of China,Q303135,Hong Kong ferry operator,People's Republic of China,Hong Kong
http://www.wikidata.org/entity/Q303404,österreichische beteiligungs ag,Austria,Q303404,company,Austria,Vienna
http://www.wikidata.org/entity/Q369496,mckesson europe ag,Germany,Q369496,international wholesale and retail company,Germany,Stuttgart
http://www.wikidata.org/entity/Q369524,ganz works,Hungary,Q369524,"electrical manufacturing works in Budapest, Hungary",Hungary,Budapest
http://www.wikidata.org/entity/Q369851,kommunalbanken,Norway,Q369851,company,Norway,Oslo
http://www.wikidata.org/entity/Q370223,s immo,Austria,Q370223,Austrian real-estate company,Austria,Vienna
http://www.wikidata.org/entity/Q370248,hsbc bank canada,Canada,Q370248,bank in Canada that is part of British banking giant HSBC,Canada,Vancouver
http://www.wikidata.org/entity/Q370719,sk hynix,South Korea,Q370719,South Korean memory semiconductor supplier,South Korea,Icheon
http://www.wikidata.org/entity/Q371032,aicas,Germany,Q371032,company,Germany,Karlsruhe
http://www.wikidata.org/entity/Q371068,jack daniel's,United States,Q371068,distiller of Tennessee whiskey,United States,Jack Daniel's Distillery
http://www.wikidata.org/entity/Q371267,tanjug,Serbia,Q371267,company,Serbia,Belgrade
http://www.wikidata.org/entity/Q371343,london river services,United Kingdom,Q371343,"licenser of river services, part of Transport for London",United Kingdom,London
http://www.wikidata.org/entity/Q371400,turner entertainment,United States,Q371400,American multimedia company,United States,United States
http://www.wikidata.org/entity/Q371901,royal unibrew,Denmark,Q371901,Danish brewery,Denmark,Faxe
http://www.wikidata.org/entity/Q371934,eczacıbaşı,Turkey,Q2610799,Turkish sports club (volleyball),Turkey,Istanbul
http://www.wikidata.org/entity/Q371989,franz brozincevic wetzikon,Switzerland,Q371989,company,Switzerland,Wetzikon
http://www.wikidata.org/entity/Q372435,dentsu international,United Kingdom,Q372435,advertising agency group,United Kingdom,London
http://www.wikidata.org/entity/Q372445,nobina,Sweden,Q372445,"bus company in Denmark, Finland, Norway and Sweden",Sweden,Stockholm
